1566913652,s5,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1566913652,s1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1566913652,eth0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1566913652,eth1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1566913652,s2,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1566913652,s1-eth2,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1566913652,s1-eth1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1566913652,s3,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1566913652,lo,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1566913652,s4,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1566913652,total,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1566913653,s5,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1566913653,s1,250.00,500.00,750.00,500,250,3.00,6.00,9.00,6,3,0.00,0.00,0,0
1566913653,eth0,456.00,735.00,1191.00,735,456,6.00,6.00,12.00,6,6,0.00,0.00,0,0
1566913653,eth1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1566913653,s2,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1566913653,s1-eth2,33496.00,1250814.00,1284310.00,1250814,33496,442.00,829.00,1271.00,829,442,0.00,0.00,0,0
1566913653,s1-eth1,1250142.00,31996.00,1282138.00,31996,1250142,841.00,432.00,1273.00,432,841,0.00,0.00,0,0
1566913653,s3,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1566913653,lo,3503.00,3503.00,7006.00,3503,3503,38.00,38.00,76.00,38,38,0.00,0.00,0,0
1566913653,s4,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1566913653,total,1287847.00,1287548.00,2575395.00,1287548,1287847,1330.00,1311.00,2641.00,1311,1330,0.00,0.00,0,0
1566913654,s5,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1566913654,s1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1566913654,eth0,152.00,245.00,397.00,245,152,2.00,2.00,4.00,2,2,0.00,0.00,0,0
1566913654,eth1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1566913654,s2,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1566913654,s1-eth2,33164.00,1250564.00,1283728.00,1250564,33164,435.00,826.00,1261.00,826,435,0.00,0.00,0,0
1566913654,s1-eth1,1251527.00,31672.00,1283199.00,31672,1251527,830.00,428.00,1258.00,428,830,0.00,0.00,0,0
1566913654,s3,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1566913654,lo,341.00,341.00,682.00,341,341,4.00,4.00,8.00,4,4,0.00,0.00,0,0
1566913654,s4,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1566913654,total,1285184.00,1282822.00,2568006.00,1282822,1285184,1271.00,1260.00,2531.00,1260,1271,0.00,0.00,0,0
1566913655,s5,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1566913655,s1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1566913655,eth0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1566913655,eth1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1566913655,s2,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1566913655,s1-eth2,31925.00,1235424.00,1267349.00,1235424,31925,428.00,816.00,1244.00,816,428,0.00,0.00,0,0
1566913655,s1-eth1,1235424.00,31672.00,1267096.00,31672,1235424,816.00,428.00,1244.00,428,816,0.00,0.00,0,0
1566913655,s3,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
