20190827094732,10.0.0.2,47406,10.0.0.1,5001,3,0.0-1.0,1441792,11534336
20190827094733,10.0.0.2,47406,10.0.0.1,5001,3,1.0-2.0,1179648,9437184
20190827094734,10.0.0.2,47406,10.0.0.1,5001,3,2.0-3.0,1310720,10485760
20190827094735,10.0.0.2,47406,10.0.0.1,5001,3,3.0-4.0,1179648,9437184
20190827094736,10.0.0.2,47406,10.0.0.1,5001,3,4.0-5.0,1310720,10485760
20190827094737,10.0.0.2,47406,10.0.0.1,5001,3,5.0-6.0,1179648,9437184
20190827094738,10.0.0.2,47406,10.0.0.1,5001,3,6.0-7.0,1179648,9437184
20190827094739,10.0.0.2,47406,10.0.0.1,5001,3,7.0-8.0,1179648,9437184
20190827094740,10.0.0.2,47406,10.0.0.1,5001,3,8.0-9.0,1179648,9437184
20190827094741,10.0.0.2,47406,10.0.0.1,5001,3,9.0-10.0,1179648,9437184
20190827094742,10.0.0.2,47406,10.0.0.1,5001,3,10.0-11.0,1179648,9437184
20190827094743,10.0.0.2,47406,10.0.0.1,5001,3,11.0-12.0,1179648,9437184
20190827094744,10.0.0.2,47406,10.0.0.1,5001,3,12.0-13.0,1179648,9437184
20190827094745,10.0.0.2,47406,10.0.0.1,5001,3,13.0-14.0,1179648,9437184
20190827094746,10.0.0.2,47406,10.0.0.1,5001,3,14.0-15.0,1179648,9437184
20190827094747,10.0.0.2,47406,10.0.0.1,5001,3,15.0-16.0,1179648,9437184
20190827094748,10.0.0.2,47406,10.0.0.1,5001,3,16.0-17.0,1179648,9437184
20190827094749,10.0.0.2,47406,10.0.0.1,5001,3,17.0-18.0,1048576,8388608
20190827094750,10.0.0.2,47406,10.0.0.1,5001,3,18.0-19.0,1179648,9437184
20190827094751,10.0.0.2,47406,10.0.0.1,5001,3,19.0-20.0,1179648,9437184
20190827094752,10.0.0.2,47406,10.0.0.1,5001,3,20.0-21.0,1310720,10485760
20190827094753,10.0.0.2,47406,10.0.0.1,5001,3,21.0-22.0,1179648,9437184
20190827094754,10.0.0.2,47406,10.0.0.1,5001,3,22.0-23.0,1179648,9437184
20190827094755,10.0.0.2,47406,10.0.0.1,5001,3,23.0-24.0,1179648,9437184
20190827094756,10.0.0.2,47406,10.0.0.1,5001,3,24.0-25.0,1179648,9437184
20190827094757,10.0.0.2,47406,10.0.0.1,5001,3,25.0-26.0,1179648,9437184
20190827094758,10.0.0.2,47406,10.0.0.1,5001,3,26.0-27.0,1179648,9437184
20190827094759,10.0.0.2,47406,10.0.0.1,5001,3,27.0-28.0,1048576,8388608
20190827094800,10.0.0.2,47406,10.0.0.1,5001,3,28.0-29.0,1179648,9437184
20190827094801,10.0.0.2,47406,10.0.0.1,5001,3,29.0-30.0,1179648,9437184
20190827094802,10.0.0.2,47406,10.0.0.1,5001,3,30.0-31.0,1310720,10485760
20190827094803,10.0.0.2,47406,10.0.0.1,5001,3,31.0-32.0,1179648,9437184
20190827094804,10.0.0.2,47406,10.0.0.1,5001,3,32.0-33.0,1179648,9437184
