20190827094805,10.0.0.2,47406,10.0.0.1,5001,3,33.0-34.0,1179648,9437184
20190827094806,10.0.0.2,47406,10.0.0.1,5001,3,34.0-35.0,1179648,9437184
20190827094807,10.0.0.2,47406,10.0.0.1,5001,3,35.0-36.0,1179648,9437184
20190827094808,10.0.0.2,47406,10.0.0.1,5001,3,36.0-37.0,1048576,8388608
20190827094809,10.0.0.2,47406,10.0.0.1,5001,3,37.0-38.0,1179648,9437184
20190827094810,10.0.0.2,47406,10.0.0.1,5001,3,38.0-39.0,1179648,9437184
20190827094811,10.0.0.2,47406,10.0.0.1,5001,3,39.0-40.0,1179648,9437184
20190827094812,10.0.0.2,47406,10.0.0.1,5001,3,40.0-41.0,1310720,10485760
20190827094813,10.0.0.2,47406,10.0.0.1,5001,3,41.0-42.0,1179648,9437184
20190827094814,10.0.0.2,47406,10.0.0.1,5001,3,42.0-43.0,1179648,9437184
20190827094815,10.0.0.2,47406,10.0.0.1,5001,3,43.0-44.0,1179648,9437184
20190827094816,10.0.0.2,47406,10.0.0.1,5001,3,44.0-45.0,1048576,8388608
20190827094817,10.0.0.2,47406,10.0.0.1,5001,3,45.0-46.0,1179648,9437184
20190827094818,10.0.0.2,47406,10.0.0.1,5001,3,46.0-47.0,1179648,9437184
20190827094819,10.0.0.2,47406,10.0.0.1,5001,3,47.0-48.0,1179648,9437184
20190827094820,10.0.0.2,47406,10.0.0.1,5001,3,48.0-49.0,1179648,9437184
20190827094821,10.0.0.2,47406,10.0.0.1,5001,3,49.0-50.0,1179648,9437184
20190827094822,10.0.0.2,47406,10.0.0.1,5001,3,50.0-51.0,1310720,10485760
20190827094823,10.0.0.2,47406,10.0.0.1,5001,3,51.0-52.0,1179648,9437184
20190827094824,10.0.0.2,47406,10.0.0.1,5001,3,52.0-53.0,1179648,9437184
20190827094825,10.0.0.2,47406,10.0.0.1,5001,3,53.0-54.0,917504,7340032
20190827094826,10.0.0.2,47406,10.0.0.1,5001,3,54.0-55.0,1310720,10485760
20190827094827,10.0.0.2,47406,10.0.0.1,5001,3,55.0-56.0,1179648,9437184
20190827094828,10.0.0.2,47406,10.0.0.1,5001,3,56.0-57.0,1179648,9437184
20190827094829,10.0.0.2,47406,10.0.0.1,5001,3,57.0-58.0,1179648,9437184
20190827094830,10.0.0.2,47406,10.0.0.1,5001,3,58.0-59.0,1310720,10485760
20190827094831,10.0.0.2,47406,10.0.0.1,5001,3,59.0-60.0,917504,7340032
20190827094831,10.0.0.2,47406,10.0.0.1,5001,3,0.0-60.0,71172096,9487490
