20190827103421,10.0.0.2,55117,10.0.0.1,5001,3,0.0-1.0,4587520,36700160
20190827103422,10.0.0.2,55117,10.0.0.1,5001,3,1.0-2.0,5505024,44040192
20190827103423,10.0.0.2,55117,10.0.0.1,5001,3,2.0-3.0,6029312,48234496
20190827103424,10.0.0.2,55117,10.0.0.1,5001,3,3.0-4.0,5898240,47185920
20190827103425,10.0.0.2,55117,10.0.0.1,5001,3,4.0-5.0,5505024,44040192
20190827103426,10.0.0.2,55117,10.0.0.1,5001,3,5.0-6.0,6029312,48234496
20190827103427,10.0.0.2,55117,10.0.0.1,5001,3,6.0-7.0,5505024,44040192
20190827103428,10.0.0.2,55117,10.0.0.1,5001,3,7.0-8.0,6029312,48234496
20190827103429,10.0.0.2,55117,10.0.0.1,5001,3,8.0-9.0,5898240,47185920
20190827103430,10.0.0.2,55117,10.0.0.1,5001,3,9.0-10.0,6029312,48234496
20190827103431,10.0.0.2,55117,10.0.0.1,5001,3,10.0-11.0,5505024,44040192
20190827103432,10.0.0.2,55117,10.0.0.1,5001,3,11.0-12.0,6029312,48234496
20190827103433,10.0.0.2,55117,10.0.0.1,5001,3,12.0-13.0,5898240,47185920
20190827103434,10.0.0.2,55117,10.0.0.1,5001,3,13.0-14.0,6029312,48234496
20190827103435,10.0.0.2,55117,10.0.0.1,5001,3,14.0-15.0,5505024,44040192
20190827103436,10.0.0.2,55117,10.0.0.1,5001,3,15.0-16.0,6029312,48234496
20190827103437,10.0.0.2,55117,10.0.0.1,5001,3,16.0-17.0,5898240,47185920
20190827103438,10.0.0.2,55117,10.0.0.1,5001,3,17.0-18.0,5505024,44040192
20190827103439,10.0.0.2,55117,10.0.0.1,5001,3,18.0-19.0,6029312,48234496
20190827103440,10.0.0.2,55117,10.0.0.1,5001,3,19.0-20.0,6029312,48234496
20190827103441,10.0.0.2,55117,10.0.0.1,5001,3,20.0-21.0,5505024,44040192
20190827103442,10.0.0.2,55117,10.0.0.1,5001,3,21.0-22.0,5898240,47185920
20190827103443,10.0.0.2,55117,10.0.0.1,5001,3,22.0-23.0,5636096,45088768
20190827103444,10.0.0.2,55117,10.0.0.1,5001,3,23.0-24.0,5898240,47185920
20190827103445,10.0.0.2,55117,10.0.0.1,5001,3,24.0-25.0,6029312,48234496
20190827103446,10.0.0.2,55117,10.0.0.1,5001,3,25.0-26.0,5636096,45088768
20190827103447,10.0.0.2,55117,10.0.0.1,5001,3,26.0-27.0,5767168,46137344
20190827103448,10.0.0.2,55117,10.0.0.1,5001,3,27.0-28.0,6160384,49283072
20190827103449,10.0.0.2,55117,10.0.0.1,5001,3,28.0-29.0,5767168,46137344
20190827103450,10.0.0.2,55117,10.0.0.1,5001,3,29.0-30.0,5767168,46137344
20190827103451,10.0.0.2,55117,10.0.0.1,5001,3,30.0-31.0,5767168,46137344
20190827103452,10.0.0.2,55117,10.0.0.1,5001,3,31.0-32.0,6160384,49283072
20190827103453,10.0.0.2,55117,10.0.0.1,5001,3,32.0-33.0,5242880,41943040
20190827103454,10.0.0.2,55117,10.0.0.1,5001,3,33.0-34.0,6291456,50331648
20190827103455,10.0.0.2,55117,10.0.0.1,5001,3,34.0-35.0,5242880,41943040
20190827103456,10.0.0.2,55117,10.0.0.1,5001,3,35.0-36.0,5767168,46137344
20190827103457,10.0.0.2,55117,10.0.0.1,5001,3,36.0-37.0,5636096,45088768
20190827103458,10.0.0.2,55117,10.0.0.1,5001,3,37.0-38.0,6291456,50331648
20190827103459,10.0.0.2,55117,10.0.0.1,5001,3,38.0-39.0,5767168,46137344
20190827103500,10.0.0.2,55117,10.0.0.1,5001,3,39.0-40.0,5636096,45088768
20190827103501,10.0.0.2,55117,10.0.0.1,5001,3,40.0-41.0,6291456,50331648
20190827103502,10.0.0.2,55117,10.0.0.1,5001,3,41.0-42.0,5767168,46137344
20190827103503,10.0.0.2,55117,10.0.0.1,5001,3,42.0-43.0,5767168,46137344
