20190829182503,10.0.0.2,41109,10.0.0.1,5001,3,0.0-1.0,4194304,33554432
20190829182504,10.0.0.2,41109,10.0.0.1,5001,3,1.0-2.0,5767168,46137344
20190829182505,10.0.0.2,41109,10.0.0.1,5001,3,2.0-3.0,5111808,40894464
20190829182506,10.0.0.2,41109,10.0.0.1,5001,3,3.0-4.0,5505024,44040192
20190829182507,10.0.0.2,41109,10.0.0.1,5001,3,4.0-5.0,5898240,47185920
20190829182508,10.0.0.2,41109,10.0.0.1,5001,3,5.0-6.0,6029312,48234496
20190829182509,10.0.0.2,41109,10.0.0.1,5001,3,6.0-7.0,6029312,48234496
20190829182510,10.0.0.2,41109,10.0.0.1,5001,3,7.0-8.0,5505024,44040192
20190829182511,10.0.0.2,41109,10.0.0.1,5001,3,8.0-9.0,5898240,47185920
20190829182512,10.0.0.2,41109,10.0.0.1,5001,3,9.0-10.0,5505024,44040192
20190829182513,10.0.0.2,41109,10.0.0.1,5001,3,10.0-11.0,6029312,48234496
20190829182514,10.0.0.2,41109,10.0.0.1,5001,3,11.0-12.0,5505024,44040192
20190829182515,10.0.0.2,41109,10.0.0.1,5001,3,12.0-13.0,5505024,44040192
20190829182516,10.0.0.2,41109,10.0.0.1,5001,3,13.0-14.0,4587520,36700160
20190829182517,10.0.0.2,41109,10.0.0.1,5001,3,14.0-15.0,4718592,37748736
20190829182518,10.0.0.2,41109,10.0.0.1,5001,3,15.0-16.0,4980736,39845888
20190829182519,10.0.0.2,41109,10.0.0.1,5001,3,16.0-17.0,5111808,40894464
20190829182520,10.0.0.2,41109,10.0.0.1,5001,3,17.0-18.0,6029312,48234496
20190829182521,10.0.0.2,41109,10.0.0.1,5001,3,18.0-19.0,5898240,47185920
20190829182522,10.0.0.2,41109,10.0.0.1,5001,3,19.0-20.0,6029312,48234496
20190829182523,10.0.0.2,41109,10.0.0.1,5001,3,20.0-21.0,5505024,44040192
20190829182524,10.0.0.2,41109,10.0.0.1,5001,3,21.0-22.0,6029312,48234496
20190829182525,10.0.0.2,41109,10.0.0.1,5001,3,22.0-23.0,5898240,47185920
20190829182526,10.0.0.2,41109,10.0.0.1,5001,3,23.0-24.0,5111808,40894464
20190829182527,10.0.0.2,41109,10.0.0.1,5001,3,24.0-25.0,5636096,45088768
20190829182528,10.0.0.2,41109,10.0.0.1,5001,3,25.0-26.0,6029312,48234496
20190829182529,10.0.0.2,41109,10.0.0.1,5001,3,26.0-27.0,5111808,40894464
20190829182530,10.0.0.2,41109,10.0.0.1,5001,3,27.0-28.0,5636096,45088768
20190829182531,10.0.0.2,41109,10.0.0.1,5001,3,28.0-29.0,5111808,40894464
20190829182532,10.0.0.2,41109,10.0.0.1,5001,3,29.0-30.0,3801088,30408704
20190829182533,10.0.0.2,41109,10.0.0.1,5001,3,30.0-31.0,4194304,33554432
20190829182534,10.0.0.2,41109,10.0.0.1,5001,3,31.0-32.0,5636096,45088768
20190829182535,10.0.0.2,41109,10.0.0.1,5001,3,32.0-33.0,6029312,48234496
20190829182536,10.0.0.2,41109,10.0.0.1,5001,3,33.0-34.0,5636096,45088768
20190829182537,10.0.0.2,41109,10.0.0.1,5001,3,34.0-35.0,5505024,44040192
20190829182538,10.0.0.2,41109,10.0.0.1,5001,3,35.0-36.0,5636096,45088768
20190829182539,10.0.0.2,41109,10.0.0.1,5001,3,36.0-37.0,5636096,45088768
20190829182540,10.0.0.2,41109,10.0.0.1,5001,3,37.0-38.0,5636096,45088768
20190829182541,10.0.0.2,41109,10.0.0.1,5001,3,38.0-39.0,5636096,45088768
20190829182542,10.0.0.2,41109,10.0.0.1,5001,3,39.0-40.0,5898240,47185920
20190829182543,10.0.0.2,41109,10.0.0.1,5001,3,40.0-41.0,5898240,47185920
20190829182544,10.0.0.2,41109,10.0.0.1,5001,3,41.0-42.0,5898240,47185920
20190829182545,10.0.0.2,41109,10.0.0.1,5001,3,42.0-43.0,5898240,47185920
20190829182546,10.0.0.2,41109,10.0.0.1,5001,3,43.0-44.0,4980736,39845888
20190829182547,10.0.0.2,41109,10.0.0.1,5001,3,44.0-45.0,5373952,42991616
20190829182548,10.0.0.2,41109,10.0.0.1,5001,3,45.0-46.0,5373952,42991616
20190829182549,10.0.0.2,41109,10.0.0.1,5001,3,46.0-47.0,4980736,39845888
20190829182550,10.0.0.2,41109,10.0.0.1,5001,3,47.0-48.0,5898240,47185920
20190829182551,10.0.0.2,41109,10.0.0.1,5001,3,48.0-49.0,5898240,47185920
20190829182552,10.0.0.2,41109,10.0.0.1,5001,3,49.0-50.0,5373952,42991616
20190829182553,10.0.0.2,41109,10.0.0.1,5001,3,50.0-51.0,5898240,47185920
20190829182554,10.0.0.2,41109,10.0.0.1,5001,3,51.0-52.0,5898240,47185920
20190829182555,10.0.0.2,41109,10.0.0.1,5001,3,52.0-53.0,5898240,47185920
20190829182556,10.0.0.2,41109,10.0.0.1,5001,3,53.0-54.0,5898240,47185920
20190829182557,10.0.0.2,41109,10.0.0.1,5001,3,54.0-55.0,5505024,44040192
20190829182558,10.0.0.2,41109,10.0.0.1,5001,3,55.0-56.0,6029312,48234496
20190829182559,10.0.0.2,41109,10.0.0.1,5001,3,56.0-57.0,6029312,48234496
20190829182600,10.0.0.2,41109,10.0.0.1,5001,3,57.0-58.0,5505024,44040192
20190829182601,10.0.0.2,41109,10.0.0.1,5001,3,58.0-59.0,6029312,48234496
20190829182602,10.0.0.2,41109,10.0.0.1,5001,3,59.0-60.0,6029312,48234496
20190829182602,10.0.0.2,41109,10.0.0.1,5001,3,0.0-60.1,333578240,44421184
